Acinetobacter	Aeromonas	Bacillus	Bacteroides	Bartonella	Bordetella	Borrelia	Brucella	Burkholderia	Campylobacter	Chlamydia	Clostridium	Corynebacterium	Coxiella	Enterobacter	Enterococcus	Escherichia	Francisellacf	Fusobacterium	Haemophilus	Helicobacter	Klebsiella	Kyrpidia	Legionella	Leptospira	Listeria	Mycobacterium	Mycoplasma	Neisseria	Pseudomonas	Rickettsia	Salmonella	Serratia	Shigella	Staphylococcus	Streptococcus	Vibrio	Yersinia	Group
SRR3954980	0	0	4.61382301374919e-05	0	0	0	0	0	0	0	0	0	0.0065746977945926	0	0	0.000138414690412476	0.000669004336993633	0	0	0	0	0	0	0	0	0	0	0	0	2.3069115068746e-05	0	0	0	0	0.333763956814617	0	0	0	Livestock Farms
SRR3954987	0.155966543049335	0	0.0416124837451235	0	0	0	0	0	0	0	0	0	0.000160541989757421	0	0	0.00258472603509448	0.00435068792242611	0	0	0	0	0	0	0	0	0	0	0	0	8.02709948787105e-05	0	0	0	0	0.0430252532549888	0	0	0	Livestock Farms
SRR3954988	0.0147810401843872	0	0.0560677422587434	0	0	0	0	0	0	0	0	0	0.000417543508033537	0	5.01052209640245e-05	0.00360757590940976	0.0192571065905067	0	0	0	0	0	0	0	0	0	0	0	0	0.00178708621438354	0	0.00011691218224939	0	1.67017403213415e-05	0.142816581487791	0	0	0	Livestock Farms
SRR3954989	0.0278469434422481	0	0.00843538797703135	0	0	0	0	0	0	0	0	0	0.000338770601487203	0	0	0.00818131002591595	0.0369259955621051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69385300743601e-05	0.260023375171503	0	0	0	Livestock Farms
SRR3954990	0.0145373996978099	0	0.00531033167568836	0	0	0	0	0	0	0	0	0	0.000102685971629333	0	0	0.00467954642139389	0.0318766594786487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410743886517332	0	0	0.249013481201132	0	0	0	Livestock Farms
SRR3954991	0	0	0.0027027027027027	0	0	0	0	0.000364781959873984	0	0	0	0	0.0227822914939479	0	0	0.000132647985408722	0.000149228983584812	0	0	0	0	0	0	0	0	0	0	0	0	0.000182390979936992	0	0	0	0	0.199054883103963	0	0	0	Livestock Farms
SRR3954992	1.66978359604595e-05	0	0.0174659364146407	0	0	0	0	1.66978359604595e-05	0	0	0	0	0.000283863211327812	0	0	0.0104194496393267	0.00940088164573871	0	0	0	0	0	0	0	0	0	0	0	0	1.66978359604595e-05	0	0	0	0	0.0894169115682608	0	0	0	Livestock Farms
SRR3954993	1.64114683340719e-05	0	0.0627246319728226	0	0	0	0	0	0	0	0	0	0.000328229366681437	0	0	0.00489061756355341	0.010289990645463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0613296571644265	0	0	0	Livestock Farms
SRR3954994	0.00321794940174587	0	0.0133340444823724	0	0	0	0	0.000213344711717958	0	0	0	8.88936298824826e-05	0.00295126851209842	0	0.00391131971482924	0.000657812861130371	0.00174231514569666	0	0	0	0	0	0	0	0	0	0	0	0	0.00270236634842747	0	0.00243568545878002	0	0	0.00247124291073302	0	0	0	Livestock Farms
SRR3954995	0.00018920282542886	2.10225361587622e-05	0.0648335015136226	0	0	0.000210225361587622	0	4.20450723175244e-05	0	0	0	0	0.0118777329297006	0	0.00479313824419778	0.000525563403969055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252270433905146	0	0.00437268752102254	0	0	0.0028380423814329	0	0	0	Livestock Farms
SRR3954996	0.0641800060404712	0	0.000588945937783147	0	0	0	0	3.02023557837511e-05	0	0	0	0	0.0396103896103896	0	0.00228027786167321	0.00608577469042585	0.00027182120205376	0	0	0	0	0	0	0	0	0	0	0	0	0.000317124735729387	0	0.00474176985804893	0	0	0.00302023557837511	0	0	0	Livestock Farms
SRR3954997	0.0317278455911515	0	0.000132199356629798	0	0	0	0	0	0	0	0	0	0.0190220185372876	0	0.0167893182919843	0.0191542178939174	0.00330498391574494	0	0	0	0	0	0	0	0	0	0	0	0	0.00120448302707149	0	0.0352384729505427	0	0	0.00522921899557867	0	0	0	Livestock Farms
SRR3954998	0.0103551466979116	0	0.00902512785597796	0	0	1.58335576420666e-05	0	0.000332504710483399	0	0	0	1.58335576420666e-05	0.0138068622638821	0	0.00247003499216239	0.00372088604588565	0.00224836518517346	0	0	0	0	0	0	0	0	0	0	0	0	0.00403755719872698	0	0.000712510093892997	0	3.16671152841332e-05	0.00907262852890416	0	0	0	Livestock Farms
SRR3954999	0.00689893585041784	0.000150303613298864	0.0003306679492575	0	0	1.50303613298864e-05	0	0	0	0	0	6.01214453195455e-05	0.00616244814525341	0	0.00327661876991523	0.00214934167017375	6.01214453195455e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.017991342511874	0	0.000631275175855228	0	0	0.00123248962905068	1.50303613298864e-05	0	0	Livestock Farms
SRR3955000	9.30160452678087e-05	0	0.11828540423223	0	0	0	0	0	0	0	0	0	0.00879001627780792	0	1.55026742113015e-05	0.000139524067901713	0.00341058832648632	0	0	0	0	0	0	0	0	0	0	0	0	0.00127121928532672	0	0	0	0	0.0101697542826138	0	0	0	Livestock Farms
SRR3955001	0.000626060596075589	0	0.00738092492215431	0	0	0	0	0.000757862826828344	0	0	0	0	0.0149430779115937	0	3.29505576881889e-05	0.000378931413414172	0.00733149908562202	0	0	0	0	0	0	0	0	0	0	0	0	0.00253719294199054	0	0	0	1.64752788440944e-05	0.0240868576700661	0	0	0	Livestock Farms
SRR3955002	0	0	0.00098887944345171	0	0	0	0	5.20462864974584e-05	0	0	0	0	0.00451067816311306	0	0	0.000104092572994917	6.93950486632779e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000242882670321473	0	0	0	0	0.0606165750073732	0	0	0	Livestock Farms
SRR3955003	0.00110573600552868	0	0.000353221223988328	1.53574445212317e-05	0	1.53574445212317e-05	0	0	0	0	0	1.53574445212317e-05	0.0137449128465023	0	0	0.000199646778776012	0.00869231359901712	0	0	0	0	0	0	0	0	0	0	0	0	0.00216539967749367	0	0	0	0	0.0775090224986562	0	0	0	Livestock Farms
SRR3955004	7.90638836179633e-05	0	0.000205566097406705	0	0	0	0	0	0	0	0	0	0.0271505376344086	0	1.58127767235927e-05	0.00186590765338393	0.11685641998735	0	0	0	0	0	0	0	0	0	0	0	0	6.32511068943707e-05	0	6.32511068943707e-05	0	4.7438330170778e-05	0.0622074636306135	0	0	0	Livestock Farms
SRR3955005	0.000459947749935607	0	0.000827905949884093	0	0	0	0	0.00012878536998197	0	0	0	0	0.0309452846156677	0	3.67958199948486e-05	0.000331162379953637	0.00117746623983515	0	0	0	0	0	0	0	0	0	0	0	0	0.000662324759907275	0	3.67958199948486e-05	0	0	0.0298782058358171	1.83979099974243e-05	0	0	Livestock Farms
SRR3955006	0.000124488707095856	0	0.000515738929397119	0	0	0	0	1.77841010136938e-05	0	0	0	0	0.023635070247199	0	7.1136404054775e-05	0.000409034323314956	0.0045527298595056	0	0	0	0	0	0	0	0	0	0	0	0	0.0045527298595056	0	1.77841010136938e-05	0	0	0.0167704072559132	1.77841010136938e-05	0	0	Livestock Farms
SRR3955007	4.96935564021865e-05	0	0.0231737618022196	0	0	0	0	0.000215338744409475	0	0	0	0	0.0089614046711943	0	0.0168129865827398	0.000331290376014577	0.000463806526420407	0	0	0	0	0	0	0	0	0	0	0	0	0.0145767765446414	0	0.000115951631605102	0	0	0.0329799569322511	0	0	0	Livestock Farms
SRR3955008	4.51701786480566e-05	0	0.00571402759897915	0	0	0	0	2.25850893240283e-05	0	0	0	0	0.000677552679720848	0	0.00130993518079364	0.000248435982564311	0.000587212322424735	0	0	0	0	0	0	0	0	0	0	0	0	0.10203943356596	0	0.00124217991282156	0	0	0.0297445626397452	0	0	4.51701786480566e-05	Livestock Farms
SRR3955009	0.0109884553804668	0	5.05603775174855e-05	0	0	0	0	0	0	0	0	0	0.00684250442403303	0	1.68534591724952e-05	0.00058987107103733	0.000606724530209826	0	0	0	0	0	0	0	0	0	0	0	0	3.37069183449903e-05	0	0	0	0	0.119221370186231	0	0	0	Livestock Farms
SRR3955010	0	0	5.04133897963299e-05	1.68044632654433e-05	0	0	0	0	0	0	0	0	0.00379780869799019	0	0.00739396383679505	0	0.000453720508166969	0	0	0	0	0	0	0	0	0	0	0	0	3.36089265308866e-05	0	0	0	0	0.0822074342945486	0	0	0	Livestock Farms
SRR3955011	0	0	2.05545620850548e-05	8.22182483402191e-05	0	0	0	0	0	0	0	0	0.0152720396291957	0	4.11091241701096e-05	0.000883846169657355	0.000184991058765493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085938624077614	0	0	0	Livestock Farms
SRR3955012	0	0	0.00168203137635452	0	0	0	0	4.85201358563804e-05	0	0	0	0	0.00844250363901019	0	0	9.70402717127608e-05	0.000113213650331554	0	0	0	0	0	0	0	0	0	0	0	0	0.00879831796862364	0	1.61733786187935e-05	0	0	0.0837295811094938	0	0	0	Livestock Farms
SRR3955013	2.15345521889872e-05	0	0.0109395525120055	0	0	0	0	0.000193810969700885	0	0	0	0	0.0177444710037255	0	0.000452225595968732	0.000430691043779745	0.000301483730645821	0	0	0	0	0	0	0	0	0	0	0	0	0.000215345521889872	0	0	0	0	0.109740077955079	4.30691043779745e-05	0	0	Livestock Farms
SRR3955014	0	0	0.066089496192761	0	0	2.08615833941796e-05	0	0	0	0	0	0	0.000792740168978826	0	0	0.000417231667883592	0.0268697194117033	0	0	0	0	0	0	0	0	0	0	0	0	0.00114738708667988	0	0	0	2.08615833941796e-05	0.0456868676332534	0	0	0	Livestock Farms
SRR3955015	1.89078808047194e-05	0	0.139237634245954	0	0	0	0	0.000132355165633036	0	0	0	0	0.000850854636212373	0	0	0.000226894569656633	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89078808047194e-05	0	0	0	0	0.00983209801845409	0	0	0	Livestock Farms
SRR3955016	0	0	0.000129433083096039	0	0	1.84904404422913e-05	0	0	0	0	0	0	1.84904404422913e-05	0	0	0.0104840797307792	0.000702636736807071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474224326023446	1.84904404422913e-05	0	0	Livestock Farms
SRR3955017	0	0	0.000273571079628725	1.95407914020518e-05	0	0	0	7.81631656082071e-05	0	0	0	0	0	0	0	0.00281387396189546	7.81631656082071e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213326819736199	0	0	0	Livestock Farms
SRR3955018	0	0	0.133611806271161	0	0	0	0	0.000184012954511998	0	0	0	0	0.00204254379508317	0	1.84012954511998e-05	0.00180332695421758	0.000184012954511998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285956131311644	0	0	0	Livestock Farms
SRR3955019	0	0	0.0712487213785506	0	0	0	0	0.00017703989298922	0	0	0	0	0.000983554961051224	0	0	0.00304902037925879	0.000118026595326147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0404241088992053	0	0	0	Livestock Farms
SRR3955020	0.00011497722013826	0	0.167507437588928	0	0	1.43721525172825e-05	0	5.74886100691301e-05	0	0	0	0	0.0011497722013826	0	2.8744305034565e-05	0.000503025338104888	5.74886100691301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00270196467324911	0	0	0	1.43721525172825e-05	0.00651058509032898	0	0	0	Livestock Farms
SRR3955021	0	0	0.172715940753776	0	0	0	0	0.00159480862296524	0	0	0	0	0.00153981522217334	0	3.66622671946033e-05	0.000403284939140636	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83311335973017e-05	0	0	0	0	0.0104854084176565	0	0	0	Livestock Farms
SRR3955022	1.98779493907409e-05	0	0.000775240026238893	0	0	0	0	1.98779493907409e-05	0	0	0	0	0.0133778599399686	0	0	0.000854751823801857	3.97558987814817e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0455205041047965	0	0	0	Livestock Farms
SRR3955023	1.99246846918647e-05	0	0.000139472792843053	0	0	0	0	0	0	0	0	0	0.0358644324453566	0	0.0024308115324075	0.00109585765805256	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0211998645121441	0	0.00528004144334416	0	0	0.0275956882982327	0	0	0	Livestock Farms
SRR3955024	0	0	0.0144677405608114	0	0	2.13074235063496e-05	0	0	0	0	0	0	0.025355833972556	0	0.0118043126225177	0.000149151964544447	0.00281257990283815	0	0	0	0	0	0	0	0	0	0	0	0	0.000191766811557146	0	0.00920480695474303	0	2.13074235063496e-05	0.137603341004006	4.26148470126992e-05	0	0	Livestock Farms
SRR3955025	0	0	0.000874090336219864	0	0	0	0	2.03276822376713e-05	0	0	0	0	0.0102248241655486	0	0.00819205594178152	0.000772451925031508	4.06553644753425e-05	0	0	0	0	0	0	0	0	0	0	0	0	8.1310728950685e-05	0	0.00199211285929178	0	0	0.0135992194170021	0	0	0	Livestock Farms
SRR3955026	0	0	0.00132600466240349	0	0	0	0	4.27743439484997e-05	0	0	0	0	0.0072502512992707	0	6.41615159227495e-05	0.00344333468785423	0.00228842740124473	0	0	0	0	0	0	0	0	0	0	0	0	0.0230339842162671	0	0	0	0	0.0273541929550656	0	0	0	Livestock Farms
SRR3955027	1.53827221265075e-05	0	0.0959266551809008	4.61481663795225e-05	0	0.000230740831897613	0	0.123877061284765	0	0	0	0	0.00158442037903027	0	1.53827221265075e-05	4.61481663795225e-05	7.69136106325375e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00012306177701206	0	0	0	0	0.000292271720403643	3.0765444253015e-05	0	0	Livestock Farms
SRR3955028	0	0	0.0683369168925867	0	0	0.00226231653734692	0	0	0	0	0	0	0.0079274562961578	0	0	0.000336542955968963	0.000112180985322988	0	0	0	0	0	0	0	0	0	0	0	0	0.0116481256427036	0	0	0	0	0.00181359259605497	0	0	0	Livestock Farms
SRR3955029	0	0	0.000390625	0	0	0	0	0	0	0	0	0	0.0338216145833333	0	0	0	0.00944010416666667	0	0	0	0	0	0	0	0	0	0	0	0	1.62760416666667e-05	0	1.62760416666667e-05	0	0	0.00309244791666667	1.62760416666667e-05	0	0	Livestock Farms
SRR3955030	0.000578330772154199	0	0.00236289429765859	4.95712090417885e-05	0	4.95712090417885e-05	0	0.000313950990597994	0	0	0	0	0.0222905203324576	0	0.000181761099819891	9.91424180835771e-05	0.000644425717543251	0	0	1.65237363472628e-05	0	0	0	0	0	0	0	0	0	0.000925329235446719	0	6.60949453890514e-05	0	0	0.049918207505081	6.60949453890514e-05	0	0	Livestock Farms
SRR3955031	0	0	0.0179946374546549	0	0	0	0	1.43383565375737e-05	0	0	0	0	0.0507577821430108	0	0	0.000301105487289047	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149118907990766	0	0	0	0	0.0196148717434008	0	0	0	Livestock Farms
SRR3955032	0	0	0.00163840581140567	0	0	0	0	0	0	0	0	0	0.0140152786276871	0	0	3.94796581061608e-05	1.97398290530804e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000197398290530804	0	0	0	0	0.0558439763911645	0	0	0	Livestock Farms
SRR3955035	0.000175819960360591	0	1.59836327600537e-05	0	0	0	0	0	0	0	0	0	0.00348443194169171	0	3.19672655201074e-05	0.000623361677642094	0.000383607186241289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320935362189118	0.00012786906208043	0	0	Livestock Farms
SRR3955046	0	0	3.97069626158947e-05	0	0	0	0	0	0	0	0	0	0.000536043995314578	0	0	0.000119120887847684	0.000178681331771526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196489904504755	0	1.98534813079473e-05	0	Livestock Farms
SRR3955047	0	0	0.044509503084197	0	0	4.69674672010521e-05	0	0	0	0	0	0	0.00286501549926418	0	0	3.13116448007014e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000391395560008767	0	0	0	0	0.00435231862729749	0	0	0	Livestock Farms
SRR3955048	0.000245254328738902	0	0.0860842693873547	0	0	0	0	0	0	0	0	0	0.000981017314955609	0	0	1.63502885825935e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00184758260983306	0	0	0	0	0.00452902993737839	0	0	0	Livestock Farms
SRR3955049	6.06510894451942e-05	0	0.000667161983897136	1.51627723612985e-05	0	0	0	1.51627723612985e-05	0	0	0	0	0.00121302178890388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09766341677912e-05	0	0	0	0	0.555457839911449	0	0	0	Livestock Farms
SRR3955050	0.000118599341773653	0	0.00985857028493492	0	0	0.0002223737658256	0	1.48249177217066e-05	0	0	0	0	0.0011266937468497	0	0.000370622943042666	0	0.00031132327215584	0	0	0	0	0	0	0	0	0	0	0	0	0.00296498354434133	0	0.000118599341773653	0	0	0.544963975449936	0.000163074094938773	0	0	Livestock Farms
SRR3955051	0	0	0.00322530200555143	0	0	0	0	0	0	0	0	0	0.00637241487157434	0	0	1.95472848821299e-05	0.000605965831346026	0	0	0	0	0	0	0	0	0	0	0	0	1.95472848821299e-05	0	0	0	0	0.0155205441964111	1.95472848821299e-05	3.90945697642597e-05	0	Livestock Farms
SRR3955052	0	0	0.00117327504460052	0	0	0	0	0.000128578087079509	0	0	0	0	0.00728073418087722	0	1.60722608849387e-05	6.42890435397547e-05	0.00339124704672206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03613044246934e-05	1.60722608849387e-05	0	0	Livestock Farms
SRR3955053	0.000130213984981987	0	0.0959532387111709	0	0	0	0	1.44682205535541e-05	0	0	0	0	0.00371833268226341	0	0	0.000549792381035056	0.00131660807037342	0	0	0	0	0	0	0	0	0	0	0	0	0.000332769072731745	0	0	0	1.44682205535541e-05	0.0121243688238784	0	0	0	Livestock Farms
SRR3955054	0.000187460344927035	0	0.0993684028378612	0.000360500663321221	0	7.21001326642441e-05	0	0.000144200265328488	0	0	0	1.44200265328488e-05	0.00506142931302994	0	0.000100940185729942	0.000547961008248255	0.00129780238795639	0	0	0	0	0	0	0	0	0	0	0	0	0.00210532387379593	0	0.000389340716386918	0	0	0.0108871200323009	0.0060852511968622	0	0	Livestock Farms
SRR3955055	0.00028721483669785	0	0.00461595273264402	4.10306909568357e-05	0	2.05153454784179e-05	0	4.10306909568357e-05	0	0	0	0	0.0059699655342196	0	6.15460364352536e-05	0.000205153454784179	0.000184638109305761	0	0	0	0	0	0	0	0	0	4.10306909568357e-05	0	0	0.000410306909568357	0	6.15460364352536e-05	0	0	0.226509929427212	0.000492368291482029	0	0	Livestock Farms
SRR3955056	0.000111860398223018	0	0.000575282048004091	0.00025568091022404	0	1.59800568890025e-05	0	1.59800568890025e-05	0	0	0	0	0.000271660967113043	0	1.59800568890025e-05	0.000814982901339129	0.000143820512001023	0	0	0	0	0	0	0	0	0	0	0	0	0.000271660967113043	0	1.59800568890025e-05	0	0	0.470005433219342	4.79401706670076e-05	0	0	Livestock Farms
SRR6154960	3.35019598646521e-05	0	0.000150758819390934	0	0	0.000100505879593956	0	0	0	0	0	0	0.000150758819390934	0	0.00303192736775101	0	0.000184260779255586	0	0	0	0	0	0	0	0	0	0.000452276458172803	0	0	0.0116084290931019	0	0	0	0	0.00509229789942712	0.00467352340111897	0	0	Human Settlements
SRR6154961	0.000131231443053756	0.000853004379849412	0.00131231443053756	0	0	1.64039303817195e-05	0	0	0.000393694329161267	0	0	0	0.000557733632978462	0	0.00247699348763964	0	0	0	0	0	0	0	0	0	0	0	0.00139433408244615	0	0	0.04350322337232	0	0	0	0	0.00462590836764489	0.00209970308886009	0	0	Human Settlements
SRR6154962	2.42635997476586e-05	0	0.000436744795457854	0	0	0.000242635997476586	0	0	0.000242635997476586	0	0	0	2.42635997476586e-05	0	0	2.42635997476586e-05	0	0	0.00050953559470083	0	0	0	0	0	0	0	0.000655117193186781	0	0	0.00997233949628767	0	0	0	0	0.00727907992429757	0.00067938079293444	0	0	Human Settlements
SRR6154964	3.97130073336687e-05	0.0024886817929099	0.00505678960048715	0	0	0	0	0	1.32376691112229e-05	0	0	0	0.000264753382224458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0301024595589209	0	0	0	0	0.039315877260332	0.00231659209446401	0	0	Human Settlements
SRR6154966	2.85445151714098e-05	0.000313989666885508	4.28167727571147e-05	0	0	2.85445151714098e-05	0	0	0	0	0	0	0.000242628378956983	0	0	0	0.000542345788256786	0	0	0	0	0	0	0	0	0	0	0	2.85445151714098e-05	0.00578026432221049	0	0	0	0	0.00924842291553678	0.000899152227899409	0	0	Human Settlements
SRR6154967	2.62687821792582e-05	0	0.000183881475254807	0	0	0	0	0	0.000814332247557003	0	0	0	0	0	0	0	0	0	0	0.00126090154460439	0	0	0	0	0	0	0.000262687821792582	0	0	0.00612062624776715	0	0	0	0	0.0141063360302616	0.00168120205947252	0	0.00165493327729326	Human Settlements
SRR6154969	0.000147365835687093	0.00137541446641287	0.0061648041262434	0	0	0	0	0	0.000687707233206435	0	0	0	0	0	0.00216136559007737	0	0	0	0	0	0	0	0	0	0	0	0.00255434115190962	0	0	0.0194031683654673	0	0	0	0	0.00272626796021122	0.000392975561832249	0	0.000122804863072578	Human Settlements
SRR6154970	2.92868648411188e-05	0	2.92868648411188e-05	0	0	0.000307512080831747	0	0	0.0027383218626446	0	0	0	5.85737296822375e-05	0	0.00155220383657929	8.78605945233563e-05	0	0	0	0	0	0	0	0	0	0	0.00247474007907454	0	0	0.0179235612827647	0	0	0	0	0.00634060623810221	8.78605945233563e-05	0	0.000453946405037341	Human Settlements
SRR6154971	0	0	0	0	0	0.0023403543965229	0	0	0	0	0	0	0	0	0	0.000557227237267358	0	0	0	0	0	0	0	0	0	0	0.000445781789813886	0	0	0.0195029533043575	0	0	0	0	0.00501504513540622	0.00991864482335897	0	0	Human Settlements
SRR6154973	0	4.7270148900969e-05	0	0	0	0.00193807610493973	0	0	0	0	0	0	0.000189080595603876	0	0	2.36350744504845e-05	0.000519971637910659	0	0	0	0	0	0	0	0	0	0.000827227605766958	0	0	0.00921767903568896	0	0	0	0	0.0100685417159064	0.00148900969038052	0	0	Human Settlements
SRR6154990	1.31082214765101e-05	0	0.0012977139261745	0	0	0	0	0	0	0	0	0	1.31082214765101e-05	0	0.000183515100671141	1.31082214765101e-05	0	0	0.000445679530201342	0.000406354865771812	0	0	0	0	0	0	0.000262164429530201	0	0.000524328859060403	0.0070260067114094	0	0	0	0	0.00900534815436242	0.000550545302013423	0	0.000301489093959732	Human Settlements
SRR6154991	0	0	0.00141368945497468	0	0	0	0	0	0.00010980112271648	0	0	0	6.86257016977999e-05	0	0	1.372514033956e-05	0	0	0	0	0	0	0	0	0	0	0.000288227947130759	0	0	0.00373323817236031	0	0	0	0	0.00354108620760647	0.00015097654373516	0	0	Human Settlements
SRR6154959	0	0	0.000825195984046211	0	0	0.00302571860816944	0	0	0.000458442213359006	0	0	0	0.000137532664007702	0	0	0	0.000687663320038509	0	0	0	0	0	0	0	0	0	0.000183376885343602	0	0	0.000550130656030807	0	0	0	0	0.0294319900976482	0.0124237839820291	0	0	Human Settlements
SRR6257110	0	0.000925562556922097	0.000940371557832851	0	0	0.000621978038251649	0	0	0.00971470459745433	0	0	0	0.00153273159426299	0	0.00275447416940016	7.40450045537678e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00736747795309989	0	0	0	0	0.00372446372905452	0.00843372601867415	0	0	Human Settlements
SRR6257111	0	0	0.00188608435416045	0	0	0.017244199809467	0	0	0.000943042177080226	0	0	0	0.199761352591923	0	0.00358933400051964	9.62287935796149e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126059719589296	0	0	0	0	0.0440246730626738	0.00590844792578835	0	0	Human Settlements
SRR6257112	1.03717225356787e-05	0	2.07434450713575e-05	0	0	0	0	0	0.130507384666445	0	0	0	1.03717225356787e-05	0	0	0	0	0	2.07434450713575e-05	0	0	0	0	0	0	0	0	0	0	0.000860852970461334	0	0	0	0	0.247261865250581	0.0209612512446067	0	0	Human Settlements
SRR6257113	6.64504811014832e-06	0	6.64504811014832e-06	0	0	0	0	0	0.058914996544575	0	0	0	6.64504811014832e-06	0	0.00437908670458774	0.0196826325022593	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015456381904205	0	0	0	0	0.0122135984264526	1.32900962202966e-05	0	0	Human Settlements
SRR6257114	0	0	0.00502508876434168	0	0	0	0	0	0.00184130989759089	0	0	0	0.00388802488335925	0	0.0224991930514393	0.0103582851609496	0	0	0	2.20076880190146e-05	0	0	0	0	0	0	0	0	0	0.0133439948355292	0	0	0	0	0.024010387628745	0.00211273804982541	0	1.46717920126764e-05	Human Settlements
SRR6257115	0	0	4.63983296601322e-05	0	0	0	0	0	0.113768704326644	0	0	0	0	0	0.0148938638209024	0	0	0	0.0145690755132815	0	0	0	0	0	0	0	0	0	0	0.1088736805475	0	0	0	0	0.0181881452267718	0.0879016355411205	0	0	Human Settlements
SRR6257116	0	0	1.48471486051104e-05	0	0	0	0	0	0.116906448116639	0	0	0	7.42357430255519e-06	0	0.0063620031772898	0	0	0	7.42357430255519e-06	0	0	0	0	0	0	0	0	0	0	5.19650201178864e-05	0	7.42357430255519e-06	0	0	0.0339331581369798	2.96942972102208e-05	0	0	Human Settlements
SRR6257117	0	0	0	0	0	0	0	0	0.121244987839348	0	0	0	0.0129165845000986	0	0	0.0186682442647735	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174850456846118	0	0	0	0	0.0122592519555643	0.0328337605994873	0	0	Human Settlements
SRR6257118	0	0	2.55905008061008e-05	0	0	0	0	0	0.136627683803772	0	0	0	0	0	5.11810016122016e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00959643780228779	0	0	0	0	0.000255905008061008	2.55905008061008e-05	0	0	Human Settlements
SRR6257119	0	0	0.00224806613208716	0	0	0	0	0	0.0088064007930186	0	0	0	2.65519621900058e-05	0	0.00839927070610518	0.00229231940240384	0	0	0	0	0	0	0	0	0	0	0.000159311773140035	0	0	0.00231887136459384	0	2.65519621900058e-05	0	0	0.000920468022586869	0.00100012390915689	0	0.000292071584090064	Human Settlements
SRR6257120	0	2.32769255836689e-05	6.98307767510067e-05	0	0	0	0	0	0.10334954959149	0	0	0	0.0671306533833011	0	0.000325876958171365	0.00020949233025302	0	0	0.0432718046600405	0	0	0	0	0	0	0	2.32769255836689e-05	0	0	0.000116384627918345	0	0	0	0	0.000232769255836689	0	0	0	Human Settlements
SRR6257121	8.62663906142167e-05	0	0	0	0	0	0	0	0.0210489993098689	0	0	0	0.038992408557626	0	0.0259661835748792	0.000345065562456867	0	0	8.62663906142167e-05	0	0	0	0	0	0	0	0	0	0	0.000431331953071084	0	0	0	0	0.000431331953071084	0.0390786749482402	0	0	Human Settlements
SRR6257122	0	0	0.000173474215423435	0	0	0	0	0	0.827874152341902	0	0	0	4.73111496609368e-05	0	3.15407664406245e-05	0.000126163065762498	0	0	7.88519161015613e-06	0	0	0	0	0	0	0	0	0	0	0.000354833622457026	0	0	0	0	0.0249408610629238	0.000205014981864059	0	0	Human Settlements
SRR6257123	0	0	1.37055767991996e-05	0	0	3.4263941997999e-05	0	0	0.00529720543289064	0	0	0	0	0	0.00307004920302071	0	1.37055767991996e-05	0	0	0	0	0	0	0	0	0	6.8527883995998e-06	0	0	0.0531913435576936	0	0	0	0	0.00113756287433357	0.00033578663158039	0	0	Human Settlements
SRR6257124	0	0	0.0562199099239012	0	0	0	0	0	0.0309830719055754	0	0	0	0.00625097064761609	0	0.0133561111973909	0.0255474452554745	0	0	3.88259046435782e-05	0	0	0	0	0	0	0	0	0	0	0.015646839571362	0	0	0	0	0.0121136822487964	0.00322255008541699	0	0	Human Settlements
